path	public_url	type	bytes	dimensions	duration_seconds	reference_count	references	duplicate_group_size	attribution	orphan_candidate	intended_destination	deletion_risk	sha256
img/dioramas/trades_2560.jpg	/img/dioramas/trades_2560.jpg	image	137116	2560x1086		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	db664f65694af4133eb9db5957b556845f4482ad6442aaa606901033380c6184
img/plates/dust_master_2560.jpg	/img/plates/dust_master_2560.jpg	image	300360	2560x1428		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	6ebbe527caca5795d695064489845e7ffe16a155853c968cce94b67ace755bd2
img/plates/dust_mid_2560.jpg	/img/plates/dust_mid_2560.jpg	image	392824	2560x1428		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	8ed54a32a5e56fd43d21202491480d1c2f10ae93e88e80819425d62779a1488f
img/plates/dust_near_2560.jpg	/img/plates/dust_near_2560.jpg	image	75514	2560x1428		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	896e6551d35444b1779ca367af15abc5c5ee683d53edc906ea20c29aa53a8c5f
img/plates/dust_poster.jpg	/img/plates/dust_poster.jpg	image	118184	1920x1072		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	4a1ae25c8a14e698da906916a7c9bde7778d06677ee8efa1415e7801905784b2
img/plates/scene0_1080.mp4	/img/plates/scene0_1080.mp4	video	7892364	1920x1080	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	adb017b4261e4fcd1397b59ef34dccfe772c38d50d10203d930763e51d9f7e1e
img/plates/scene0_540.mp4	/img/plates/scene0_540.mp4	video	1036328	960x540	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	b95ece9373b7063e82f150bc39a0c800185cd855d8fb4b0304be3b54555cecca
img/plates/scene0_poster.jpg	/img/plates/scene0_poster.jpg	image	149990	1920x1072		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	47741e81de7118782e99e26445bf63df7720cbc5c5528f042a89057c52c9a41d
img/plates/scene6_1080.mp4	/img/plates/scene6_1080.mp4	video	10197964	1920x1080	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	f0d4e6837e7ef6c339d3e9210527a7f083ad80b9a33459f3e4477ab43fc5f1f0
img/plates/scene6_540.mp4	/img/plates/scene6_540.mp4	video	2241867	960x540	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	75356b5411c8ed6dae55bafca99f856322ba81dda7e29fc0fc56150b9bf6fc87
img/plates/scene6_poster.jpg	/img/plates/scene6_poster.jpg	image	312061	1920x1072		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	90757348997285d5193352c1361d0c94cbef1b192adabdf6fa9dd5e7a3b45bc2
img/plates/skyline_2560.jpg	/img/plates/skyline_2560.jpg	image	318299	2560x1090		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	0d89ee78d9e3cd6caaa8387ce1774fd9da871b2f7f26f5f21c07c79d828d84fc
img/plates/skyline_poster.jpg	/img/plates/skyline_poster.jpg	image	210275	1920x1072		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	092fbc05ef75217b3c7777c7aa9617eae558fa03d15729c1c2f6d73751fac0bf
img/plates/stack_orbit_1080.mp4	/img/plates/stack_orbit_1080.mp4	video	2123655	1920x1080	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	35a1bc037157189e290da8c9a883db8e18e123d06f57f360ad099de7ac6e4a02
img/plates/stack_orbit_1440.mp4	/img/plates/stack_orbit_1440.mp4	video	4198713	2560x1440	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	c36430faf8b9db1fb5d1547e5190bc74754e98149e3cb0b1f87f81d6d36e7e4d
img/plates/stack_orbit_540.mp4	/img/plates/stack_orbit_540.mp4	video	560356	960x540	7.000	0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	8a2de79a1f1eaeb44c890df295486286965f03a3fcae879f8dce3486e0c356b9
img/plates/stack_poster.jpg	/img/plates/stack_poster.jpg	image	159728	2560x1440		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	8c62c3e35022a0f2397c106dafa25e75e99fb6bf8cb8ed4771c02849346d4cfe
img/plates/stack_slab_1.png	/img/plates/stack_slab_1.png	image	323287	1013x429		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	8a61600872151a8d0bf3d8ca7161865c7c7e033c6c06b7e5a718d5d5cabe27cb
img/plates/stack_slab_2.png	/img/plates/stack_slab_2.png	image	322367	1013x352		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	bd6bcc1d744d4f83fb7375c6a1b6330ee7be4564d624e5cd40310f2a5aa79071
img/plates/stack_slab_3.png	/img/plates/stack_slab_3.png	image	279095	1013x366		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	b70ce0de2d92effa5f104006dcd66ccbee1f19449c0958aae93f98ae72dce227
img/plates/stack_slab_4.png	/img/plates/stack_slab_4.png	image	322687	1013x413		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	af6fdc7b67c606a4981782d3184be79847318df5881598b77723989c3a6ff361
img/plates/stack_slab_5.png	/img/plates/stack_slab_5.png	image	436527	1013x562		0		1		true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	106205e06fd917334ccc7830bde5d0ab8fcc7ee0977bf6527bee3e0fc70fe32c
img/sfbay_4k_v2.png	/img/sfbay_4k_v2.png	image	19035519	6336x2688		0		2	Review OSM/USGS attribution; current footer credits both sources	true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	b40bddcc3b6282e2b6b74c3098a92622c06d35e3b097b2eb2872991b5327c80b
img/sfbay_hero_2560.webp	/img/sfbay_hero_2560.webp	image	193112	2560x1086		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	84648b18499f830d7f114c80d2db76683e440c9b7af968d1f47669d73768a970
img/sfbay_hero_3840.webp	/img/sfbay_hero_3840.webp	image	663930	3840x1629		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Legacy or active homepage media; reference review required	Medium—generated, experimental, or dynamically referenced assets require manual review	cc1ecf72dbcfab46714d7eb1423bf30b8bbebe6e7deec568992129b33ef6e35c
public/assets/.DS_Store	/assets/.DS_Store	file	10244			0		1		true	Review during owning component migration	Medium—generated, experimental, or dynamically referenced assets require manual review	48a8844267e162ce9a3783b1e20a3aa9cc461f7361c1c5cf684a6742df0b0273
public/assets/scrollworld/sf-bay-bridge-desktop-hq-poster.jpg	/assets/scrollworld/sf-bay-bridge-desktop-hq-poster.jpg	image	530595	2560x1440		2	src/components/homepage/HeroSection.tsx;src/index.css	1	Review OSM/USGS attribution; current footer credits both sources	false	Homepage hero media; future HomepageHero	High	9cbfdf5a55832677d4f4dbaef2fe943a4cae4b95ca5cacf8feb1066cb69facff
public/assets/scrollworld/sf-bay-bridge-desktop-hq.mp4	/assets/scrollworld/sf-bay-bridge-desktop-hq.mp4	video	33920955	2560x1440	16.042	1	src/components/homepage/HeroSection.tsx	1	Review OSM/USGS attribution; current footer credits both sources	false	Homepage hero media; future HomepageHero	High	1b29cd353c54533e899d06ff892c9d9ca994744e25876b9d74b7cb1f5e380ce9
public/assets/scrollworld/sf-bay-bridge-draft-v1-poster.jpg	/assets/scrollworld/sf-bay-bridge-draft-v1-poster.jpg	image	179477	1280x720		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	90c54abee15f190cf661bdaa5a3b696cf3e178641dd64b79488cfbdfb5c9048d
public/assets/scrollworld/sf-bay-bridge-draft-v1.mp4	/assets/scrollworld/sf-bay-bridge-draft-v1.mp4	video	13082213	1280x720	16.042	0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	5910340184c65e5b96c1e23cfcdee3eb3f4e68e7b750edc816711aa42a417b86
public/assets/scrollworld/sf-bay-bridge-mobile-hq-poster.jpg	/assets/scrollworld/sf-bay-bridge-mobile-hq-poster.jpg	image	286894	1080x1920		2	src/components/homepage/HeroSection.tsx;src/index.css	1	Review OSM/USGS attribution; current footer credits both sources	false	Homepage hero media; future HomepageHero	High	30f98168a67c8fc3356142e5229fb682b6f0836dfa010f4f0fd7092778412655
public/assets/scrollworld/sf-bay-bridge-mobile-hq.mp4	/assets/scrollworld/sf-bay-bridge-mobile-hq.mp4	video	21817353	1080x1920	15.917	1	src/components/homepage/HeroSection.tsx	1	Review OSM/USGS attribution; current footer credits both sources	false	Homepage hero media; future HomepageHero	High	5fa185109e1b5a73fd074c28084186106f342d0524f0841766fbf23ceddb1674
public/assets/scrollworld/sf-scrollworld-desktop-poster.jpg	/assets/scrollworld/sf-scrollworld-desktop-poster.jpg	image	453879	1920x1080		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	723f918e9cf6417b24153bba2014573d2d5783d91f48bfe4ccd9974b8bc69e7e
public/assets/scrollworld/sf-scrollworld-desktop.mp4	/assets/scrollworld/sf-scrollworld-desktop.mp4	video	5711571	1920x1080	10.000	0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	350e715d18b4c930a219fb5e2e16c9d943b5d54bbc98e78f1bc15193f8f300f6
public/assets/scrollworld/sf-scrollworld-mobile-poster.jpg	/assets/scrollworld/sf-scrollworld-mobile-poster.jpg	image	338503	1080x1920		0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	7872e0046391b4ccaf8634a52885064fd44f2acd12c5bb4da06d3a6c46570918
public/assets/scrollworld/sf-scrollworld-mobile.mp4	/assets/scrollworld/sf-scrollworld-mobile.mp4	video	6092665	1080x1920	10.000	0		1	Review OSM/USGS attribution; current footer credits both sources	true	Homepage hero media; future HomepageHero	Medium—generated, experimental, or dynamically referenced assets require manual review	64a6e590a008874f741d6d9da7ebeca5bb27b054d5960cfa1dfd2533ac88a833
public/assets/services-orbit/.DS_Store	/assets/services-orbit/.DS_Store	file	8196			0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	5ae8e976c8adb5c6dfbd6accf2f7568e21c8604abdcdeb39325681f585a47ced
public/assets/services-orbit/01-brand-systems.png	/assets/services-orbit/01-brand-systems.png	image	5385070	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	f7c9e637d69fab39b654bd1b32d2971d94b26f38801fb939d71160bbc963029b
public/assets/services-orbit/02-websites.png	/assets/services-orbit/02-websites.png	image	3776960	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	4e896958f92325bf72c9b51f6632df0424af55ae2bc22a88790dd03f01049d04
public/assets/services-orbit/03-photography-creative.png	/assets/services-orbit/03-photography-creative.png	image	4962150	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	8bf17dd06974432208ad852199ad6437f1a346e68348760cf6487f24564ff601
public/assets/services-orbit/04-portals-ordering.png	/assets/services-orbit/04-portals-ordering.png	image	4226160	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	0a84d980e7c3ae43f2096c373656e3bdd84760b610bc6afa59e974228d8889ec
public/assets/services-orbit/05-ai-intake-reception.png	/assets/services-orbit/05-ai-intake-reception.png	image	2650923	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	64451e9e72d8d5c8b55d9496f400232d85d1f454751dc1350344a9bfd759b3c7
public/assets/services-orbit/06-automation-integrations.png	/assets/services-orbit/06-automation-integrations.png	image	3137555	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	ffe92c7f8e47cfb1c4b51b0049b263875d67ca7a8a615da23271494d5a4dbfeb
public/assets/services-orbit/source/01-brand-systems-higgsfield-v1.png	/assets/services-orbit/source/01-brand-systems-higgsfield-v1.png	image	6779447	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	8b482436dfbd0c71ae8a7717d63ee3ab9e436b6eba52ecffb4a9901f6ca73a14
public/assets/services-orbit/source/02-websites-higgsfield-v1.png	/assets/services-orbit/source/02-websites-higgsfield-v1.png	image	4450133	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	25fc87eb038dad2ddfc6b20fe8dbeeb03e6c28ed71416349f8e3f81021131de9
public/assets/services-orbit/source/02-websites-higgsfield-v2.png	/assets/services-orbit/source/02-websites-higgsfield-v2.png	image	5008583	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	9404694243ce49c58838db0f6ef4406352287c2d02f294214c3a4d2b8c3c0cd1
public/assets/services-orbit/source/03-photography-creative-higgsfield-v1.png	/assets/services-orbit/source/03-photography-creative-higgsfield-v1.png	image	6454965	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	05702b764ac44d5b189bd509004ebd37618d56e983f625ecd68430b3033cd557
public/assets/services-orbit/source/04-portals-ordering-higgsfield-v1.png	/assets/services-orbit/source/04-portals-ordering-higgsfield-v1.png	image	2701362	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	cf450df0cedf560d72a681563e1352035b270cd5c598a31e632d1fe70293e917
public/assets/services-orbit/source/04-portals-ordering-higgsfield-v2.png	/assets/services-orbit/source/04-portals-ordering-higgsfield-v2.png	image	5437291	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	7e540188b939ce38043e7ab4dd24c63cc90a39221ad95bc6230da2b7f3e554b9
public/assets/services-orbit/source/05-ai-intake-reception-higgsfield-v1.png	/assets/services-orbit/source/05-ai-intake-reception-higgsfield-v1.png	image	3628965	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	6f89577f496261d39c9141a5731994adcaff07a500a1bed43a2d761e55fda331
public/assets/services-orbit/source/06-automation-integrations-higgsfield-v1.png	/assets/services-orbit/source/06-automation-integrations-higgsfield-v1.png	image	4367513	2688x1536		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	d7a80a70d54a5b2677e1404e6593f279e34abc380ec952d3173d1a41073280ea
public/assets/services-orbit/v2/01-brand-systems.png	/assets/services-orbit/v2/01-brand-systems.png	image	5446446	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	e4fad85db4ba7b731c8bd70d52b684319c492faba1ea4941d738eb6f71dd94c7
public/assets/services-orbit/v2/02-websites.png	/assets/services-orbit/v2/02-websites.png	image	4073142	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	5a0bc8dba21395ae27d6a18a68486539ef4023c4d68fa1fc2162e01ce0b7c121
public/assets/services-orbit/v2/03-photography-creative.png	/assets/services-orbit/v2/03-photography-creative.png	image	4748957	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	55635d8f6e9ea889f868c033cb95374b9e2bba79636d153b819de68d62c0e1b7
public/assets/services-orbit/v2/04-portals-ordering.png	/assets/services-orbit/v2/04-portals-ordering.png	image	3603875	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	14fcc7448b4f8e5c36f5420e31ef07db04aded606a8790cd445c22a44bf81df1
public/assets/services-orbit/v2/05-ai-intake-reception.png	/assets/services-orbit/v2/05-ai-intake-reception.png	image	2577889	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	bcb089e96f1d675473328ffe6a589d94b811ae523ee1e3d7db3d6e13b09a9bbe
public/assets/services-orbit/v2/06-automation-integrations.png	/assets/services-orbit/v2/06-automation-integrations.png	image	2803578	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	636451750bdb9c42968a1c00b9dd601e657bed766455a1cab2cee6862d75cc01
public/assets/services-orbit/v2/contact-sheet.png	/assets/services-orbit/v2/contact-sheet.png	image	2584846	2560x1440		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	44206d08f8ca28c952fec8c110a8e61f981fa694b892e564f9915e118882f1d9
public/assets/services-orbit/video-review/orbit-contact-sheet.jpg	/assets/services-orbit/video-review/orbit-contact-sheet.jpg	image	77680	1920x1080		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	14702fd28c9331c5a174f6b27b438bbc4d7436b4fee263e3bb4a572c03bf963e
public/assets/services-orbit/video/orbit-1080-contact-sheet.jpg	/assets/services-orbit/video/orbit-1080-contact-sheet.jpg	image	78986	1920x1080		0		1		true	Services hub/showreel or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	a03ed6dd9b352f7ec8de1df0f11422695403845b7a7926646f1cc5ba75804555
public/assets/services-orbit/video/orbit-carousel-poster.jpg	/assets/services-orbit/video/orbit-carousel-poster.jpg	image	167940	1920x1080		2	src/components/homepage/WhatWeBuildSection.tsx;src/styles/studio-lower.css	1		false	Services hub/showreel or internal archive	High	36670e1b69f6274464de8db7b7cf1871c3814b11e8cc1b48e1b74dcab2199edb
public/assets/services-orbit/video/orbit-carousel-scroll-1080.mp4	/assets/services-orbit/video/orbit-carousel-scroll-1080.mp4	video	12086878	1920x1080	12.000	1	src/components/homepage/WhatWeBuildSection.tsx	1		false	Services hub/showreel or internal archive	High	8e5e00aa94f67edf722c054af1c4213dc9e318c0f7f84f64e44c2093c995ca9b
public/assets/services-orbit/video/orbit-carousel-scroll-mobile.mp4	/assets/services-orbit/video/orbit-carousel-scroll-mobile.mp4	video	4262556	1280x720	12.000	1	src/components/homepage/WhatWeBuildSection.tsx	1		false	Services hub/showreel or internal archive	High	ecb204d39025376677b795dafa7edc85150129a0c95772a7d782eab9f1ef2034
public/assets/showcase/.DS_Store	/assets/showcase/.DS_Store	file	18436			0		1		true	Work/Industries migration review or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	48c0168b5c5903403513d99a1804913e551a2ef29723ff9434d3573e62aed310
public/assets/showcase/animos-final-v2/01-property.png	/assets/showcase/animos-final-v2/01-property.png	image	1223033	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	5e49ff9b3946ed23494e6f805506fed37815ff28e229157d6c550ae438e38c3d
public/assets/showcase/animos-final-v2/02-dental.png	/assets/showcase/animos-final-v2/02-dental.png	image	915410	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	ae193b717e59135fd99dbf4136cc9438863102cca0833ec034e2f1f64767551b
public/assets/showcase/animos-final-v2/03-restaurant.png	/assets/showcase/animos-final-v2/03-restaurant.png	image	948239	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	dde035f6ef0400bd1021e5d44e73f20c9fb80bd7e5a1634d446624b0bd1cfd99
public/assets/showcase/animos-final-v2/04-trades.png	/assets/showcase/animos-final-v2/04-trades.png	image	940364	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	952431b9956a8951070a630b3840cf4bf0780e4fbacb964686bad19a267c7dcb
public/assets/showcase/animos-final-v2/05-industrial.png	/assets/showcase/animos-final-v2/05-industrial.png	image	1132710	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	a0efe5dffe249759b9a05ada087400aa42e3446be907b81c1e678ff68b764e32
public/assets/showcase/animos-final-v2/06-logistics.png	/assets/showcase/animos-final-v2/06-logistics.png	image	722264	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	1ef661be0716feb2354b25c1b96f9f1c3f7011bcfc39717690822f1172b02fd4
public/assets/showcase/animos-final-v2/07-retail.png	/assets/showcase/animos-final-v2/07-retail.png	image	978738	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	9ee2c4764bde108f44d7b60dcc7609171bb36aededa42190c3728cd5a16d93ae
public/assets/showcase/animos-final-v2/08-research-labs.png	/assets/showcase/animos-final-v2/08-research-labs.png	image	758321	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	54a3cf480252ed378a5c40ff2eb04d1df3b0d8650d7c640ab5731ed93bcafc73
public/assets/showcase/animos-final-v2/09-construction.png	/assets/showcase/animos-final-v2/09-construction.png	image	1055549	1920x1080		1	src/components/homepage/ShowcaseTunnelSection.tsx	1		false	Work/Industries migration review or internal archive	High	ecbc4aeccfc2481adc33617cb35b158a7a35f609ae8347d66e305b28b29be157
public/assets/showcase/animos/animo-card-tunnel-poster.jpg	/assets/showcase/animos/animo-card-tunnel-poster.jpg	image	186625	1920x1080		0		1		true	Work/Industries migration review or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	e7e09e0ecbb76181d3b4de1f15c5c45c1e8095e5e29df1bb6a18763ca5db800e
public/assets/showcase/animos/animo-card-tunnel-web.mp4	/assets/showcase/animos/animo-card-tunnel-web.mp4	video	16633909	1920x1080	20.000	0		1		true	Work/Industries migration review or internal archive	Medium—generated, experimental, or dynamically referenced assets require manual review	9be0c1459128ca343afe54568645b17b29fb5a77a430cee51632ce56e55126bc
